3261,074117080314; 4,810863389257733e-23
3329,426284838938; 4,604207849057481e-23
3399,2111151711706; 4,3865413187336166e-23
3470,4586367083934; 4,1791650967486276e-23
3543,1995074826027; 3,981592702955396e-23
3617,4650281186555; 3,8004330419970344e-23
3693,287155303026; 3,620765420312882e-23
3770,6985155348693; 3,4495916870685263e-23
3849,732419165305; 3,2865102888835846e-23
3930,4228747309676; 3,136976387731846e-23
4012,8046035879843; 2,9831123050231464e-23
4096,913054852685; 2,815737454981137e-23
4182,784420655466; 2,692634222488088e-23
4270,455651714384; 2,5893419903580398e-23
4359,964473235154; 2,4669293831647087e-23
4451,349401144436; 2,3459301215406132e-23
4544,649758663352; 2,239191954893186e-23
4639,905693228392; 2,1293628795148248e-23
4737,158193766984; 2,0438677073881328e-23
4836,449108335158; 1,9400020367770712e-23
4937,821162124891; 1,848287343172842e-23
5041,317975848899; 1,7707760634684117e-23
5146,98408451076; 1,7348630380155876e-23
5254,864956568469; 1,6933582427661696e-23
5365,007013499658; 1,6193251069407764e-23
5477,4576497768985; 1,5485286785419156e-23
5592,265253261701; 1,5058614133600385e-23
6097,111762792977; 1,3217779867968301e-23
6224,907326797707; 1,2639902329971904e-23
6355,381487950508; 1,220038879593548e-23
6905,204772877509; 1,0689028394136312e-23
7049,9379798203645; 1,037516549653604e-23
7197,704797189118; 1,0033072152868287e-23
7348,568809508777; 9,702258422602287e-24
7502,594934037049; 9,382352390643107e-24
7659,849448698445; 9,089910202147338e-24
7820,400020603875; 8,806583257894314e-24
7984,315735168022; 8,500361545936533e-24
8151,667125837008; 8,250764668925605e-24
8322,52620443917; 7,993593377965516e-24
8496,966492171938; 7,773342521045708e-24
8675,063051238281; 7,447353313462433e-24
8856,892517146209; 7,228676011445109e-24
9042,533131685237; 6,977321146727445e-24
9232,064776594076; 6,772445441298423e-24
9425,569007934027; 6,536954584465152e-24
9623,129091182798; 6,345009401824687e-24
9824,830037063883; 6,135799680534096e-24
10030,75863812697; 5,966737398575758e-24
